"","word","freq"
"""china"",","""china"",",6
"""nepal"",","""nepal"",",6
"""agrobiodiversity"",","""agrobiodiversity"",",4
"""bangladesh"",","""bangladesh"",",4
"""conservation"",","""conservation"",",4
"""himalaya"",","""himalaya"",",3
"""landuse"",","""landuse"",",3
"""agriculturalintensification"",","""agriculturalintensification"",",2
"""agroforestry"",","""agroforestry"",",2
"""chittagonghilltracts"",","""chittagonghilltracts"",",2
"""dynamics"",","""dynamics"",",2
"""energy"",","""energy"",",2
"""ethnobotany"",","""ethnobotany"",",2
"""farmingsystems"",","""farmingsystems"",",2
"""intercropping"",","""intercropping"",",2
"""land-usechange"",","""land-usechange"",",2
"""livestock"",","""livestock"",",2
"""maize"",","""maize"",",2
"""manure"",","""manure"",",2
"""on-farmconservation"",","""on-farmconservation"",",2
"""oryzasativa"",","""oryzasativa"",",2
"""smallholderfarmers"",","""smallholderfarmers"",",2
"""soilfertility"",","""soilfertility"",",2
"""survey"",","""survey"",",2
"""watershed"",","""watershed"",",2
"""agriculturaldevelopment"",","""agriculturaldevelopment"",",1
"""agriculturalsystems"",","""agriculturalsystems"",",1
"""agriculture"",","""agriculture"",",1
"""agriculturedevelopment"",","""agriculturedevelopment"",",1
"""agro-biodiversity"",","""agro-biodiversity"",",1
"""agroforestry'simpact"",","""agroforestry'simpact"",",1
"""agroforestryadoption"",","""agroforestryadoption"",",1
"""agroforesty"",","""agroforesty"",",1
"""amorphophallus"",","""amorphophallus"",",1
"""apislaboriosa"",","""apislaboriosa"",",1
"""arachishypogea"",","""arachishypogea"",",1
"""asia"",","""asia"",",1
"""assessment"",","""assessment"",",1
"""beecliffs"",","""beecliffs"",",1
"""benefit-costanalysis"",","""benefit-costanalysis"",",1
"""benefitcostratio"",","""benefitcostratio"",",1
"""bio-composting"",","""bio-composting"",",1
"""biodiversitydeployment"",","""biodiversitydeployment"",",1
"""biomass"",","""biomass"",",1
"""biospherereserve"",","""biospherereserve"",",1
"""blackgram"",","""blackgram"",",1
"""buffalo"",","""buffalo"",",1
"""cajanuscajan"",","""cajanuscajan"",",1
"""centralhimalaya"",","""centralhimalaya"",",1
"""centralindia"",","""centralindia"",",1
"""chineseecologicalagriculture"",","""chineseecologicalagriculture"",",1
"""cicerarietinum"",","""cicerarietinum"",",1
"""colocasiaesculenta"",","""colocasiaesculenta"",",1
"""comparativeeconomicanalysis"",","""comparativeeconomicanalysis"",",1
"""conservationandpromotion"",","""conservationandpromotion"",",1
"""conservationpolicy-peopleconflicts"",","""conservationpolicy-peopleconflicts"",",1
"""cornmintoil"",","""cornmintoil"",",1
"""cost"",","""cost"",",1
"""cow"",","""cow"",",1
"""cropdiversification"",","""cropdiversification"",",1
"""cropdiversityandproductivity"",","""cropdiversityandproductivity"",",1
"""croppingsystems"",","""croppingsystems"",",1
"""culturallandscapes"",","""culturallandscapes"",",1
"""dairyproduction"",","""dairyproduction"",",1
"""determinantsofagriculturalsystems"",","""determinantsofagriculturalsystems"",",1
"""determinantsoflanduse"",","""determinantsoflanduse"",",1
"""dietarydiversity"",","""dietarydiversity"",",1
"""dietarypatterns"",","""dietarypatterns"",",1
"""dietarysurveys"",","""dietarysurveys"",",1
"""draughtanimalpower(dap)"",","""draughtanimalpower(dap)"",",1
"""easternhimalayas"",","""easternhimalayas"",",1
"""ecologicalagriculture"",","""ecologicalagriculture"",",1
"""ecologicaleconomics"",","""ecologicaleconomics"",",1
"""economics"",","""economics"",",1
"""erosion"",","""erosion"",",1
"""essentialoilcomposition"",","""essentialoilcomposition"",",1
"""expertfarmer"",","""expertfarmer"",",1
"""fallowagroecosystems"",","""fallowagroecosystems"",",1
"""fallowforests"",","""fallowforests"",",1
"""farmincome"",","""farmincome"",",1
"""fertilizer"",","""fertilizer"",",1
"""finger-millet"",","""finger-millet"",",1
"""fingerprinting"",","""fingerprinting"",",1
"""flower"",","""flower"",",1
"""foddertrees"",","""foddertrees"",",1
"""folksoiltaxonomy"",","""folksoiltaxonomy"",",1
"""folktaxonomy"",","""folktaxonomy"",",1
"""foodgrain"",","""foodgrain"",",1
"""forest"",","""forest"",",1
"""fruit"",","""fruit"",",1
"""gender"",","""gender"",",1
"""geneflow"",","""geneflow"",",1
"""geneticdiversity"",","""geneticdiversity"",",1
"""geneticerosion"",","""geneticerosion"",",1
"""geneticrelationship"",","""geneticrelationship"",",1
"""geographicinformationsystems"",","""geographicinformationsystems"",",1
"""glycinemax"",","""glycinemax"",",1
"""greaterhimalayas"",","""greaterhimalayas"",",1
"""greenfood"",","""greenfood"",",1
"""greenfoodbase"",","""greenfoodbase"",",1
"""hani"",","""hani"",",1
"""hillfarmingsystem"",","""hillfarmingsystem"",",1
"""hindukush"",","""hindukush"",",1
"""honeybees"",","""honeybees"",",1
"""horticulture"",","""horticulture"",",1
"""housegardens"",","""housegardens"",",1
"""hybrid"",","""hybrid"",",1
"""indicatorsofagrobiodiversity"",","""indicatorsofagrobiodiversity"",",1
"""indigenousknowledge"",","""indigenousknowledge"",",1
"""insituagrobiodiversityconservation"",","""insituagrobiodiversityconservation"",",1
"""integratedfarming"",","""integratedfarming"",",1
"""intensificationofcroppingsystems"",","""intensificationofcroppingsystems"",",1
"""interspecificcompetition"",","""interspecificcompetition"",",1
"""interspecificfacilitation"",","""interspecificfacilitation"",",1
"""kaski"",","""kaski"",",1
"""kollihills"",","""kollihills"",",1
"""lamiaceae"",","""lamiaceae"",",1
"""land-coverchange"",","""land-coverchange"",",1
"""land-usecharacterization"",","""land-usecharacterization"",",1
"""land-usepatterns"",","""land-usepatterns"",",1
"""landdegradation"",","""landdegradation"",",1
"""landscapeecologicalplanning"",","""landscapeecologicalplanning"",",1
"""lar"",","""lar"",",1
"""lathyrusspp."",","""lathyrusspp."",",1
"""lensculinaris"",","""lensculinaris"",",1
"""lisupeople"",","""lisupeople"",",1
"""localvarieties"",","""localvarieties"",",1
"""logisticregression"",","""logisticregression"",",1
"""malayalitribalpeople"",","""malayalitribalpeople"",",1
"""management"",","""management"",",1
"""medicinalplants"",","""medicinalplants"",",1
"""menthaarvensisf.piperascens"",","""menthaarvensisf.piperascens"",",1
"""menthol"",","""menthol"",",1
"""menthone"",","""menthone"",",1
"""middlehimalayas"",","""middlehimalayas"",",1
"""milkproduction"",","""milkproduction"",",1
"""minormillets"",","""minormillets"",",1
"""mixedfarming"",","""mixedfarming"",",1
"""mountains"",","""mountains"",",1
"""musella"",","""musella"",",1
"""n2-fixingtree"",","""n2-fixingtree"",",1
"""nar"",","""nar"",",1
"""nestingsites"",","""nestingsites"",",1
"""newstrategy"",","""newstrategy"",",1
"""nitrogen"",","""nitrogen"",",1
"""nitrogenfixation"",","""nitrogenfixation"",",1
"""non-timberforestproducts"",","""non-timberforestproducts"",",1
"""northwesternshandong"",","""northwesternshandong"",",1
"""northwestyunnan"",","""northwestyunnan"",",1
"""nujiang"",","""nujiang"",",1
"""nutrientloss"",","""nutrientloss"",",1
"""operation"",","""operation"",",1
"""overlandflow"",","""overlandflow"",",1
"""paddylandraces"",","""paddylandraces"",",1
"""paris"",","""paris"",",1
"""participatoryruralappraisal"",","""participatoryruralappraisal"",",1
"""phosphorus"",","""phosphorus"",",1
"""photointerpretation"",","""photointerpretation"",",1
"""plantgeneticresources"",","""plantgeneticresources"",",1
"""planttransfer"",","""planttransfer"",",1
"""population"",","""population"",",1
"""populationstatus"",","""populationstatus"",",1
"""potassium"",","""potassium"",",1
"""principles"",","""principles"",",1
"""productionsystems"",","""productionsystems"",",1
"""profitability"",","""profitability"",",1
"""rapd"",","""rapd"",",1
"""recovery"",","""recovery"",",1
"""relatives"",","""relatives"",",1
"""rgr"",","""rgr"",",1
"""rice"",","""rice"",",1
"""ricebiodiversity"",","""ricebiodiversity"",",1
"""ricevariety"",","""ricevariety"",",1
"""risk"",","""risk"",",1
"""rosaroxburghii"",","""rosaroxburghii"",",1
"""run-off"",","""run-off"",",1
"""runoffrecycling"",","""runoffrecycling"",",1
"""sandysoils"",","""sandysoils"",",1
"""seedlinggrowth"",","""seedlinggrowth"",",1
"""seedmanagement"",","""seedmanagement"",",1
"""sericulture"",","""sericulture"",",1
"""shiftingagriculture"",","""shiftingagriculture"",",1
"""shivaliks"",","""shivaliks"",",1
"""soc"",","""soc"",",1
"""socio-economy"",","""socio-economy"",",1
"""socioeconomicdevelopment"",","""socioeconomicdevelopment"",",1
"""socstock"",","""socstock"",",1
"""soilerosion"",","""soilerosion"",",1
"""soilloss"",","""soilloss"",",1
"""ssr(simplesequencerepeat)"",","""ssr(simplesequencerepeat)"",",1
"""steps"",","""steps"",",1
"""strategy"",","""strategy"",",1
"""structure"",","""structure"",",1
"""subsistencefarmhouseholds"",","""subsistencefarmhouseholds"",",1
"""subtropicalproductionsystem"",","""subtropicalproductionsystem"",",1
"""sustainability"",","""sustainability"",",1
"""sustainableagriculture"",","""sustainableagriculture"",",1
"""sustainabledevelopment"",","""sustainabledevelopment"",",1
"""sustainablelivelihood"",","""sustainablelivelihood"",",1
