"","word","freq"
"""foodsecurity"",","""foodsecurity"",",28
"""china"",","""china"",",24
"""climatechange"",","""climatechange"",",24
"""agriculture"",","""agriculture"",",19
"""india"",","""india"",",19
"""nepal"",","""nepal"",",16
"""sustainability"",","""sustainability"",",14
"""agrobiodiversity"",","""agrobiodiversity"",",13
"""geneticdiversity"",","""geneticdiversity"",",13
"""biodiversity"",","""biodiversity"",",12
"""cropdiversity"",","""cropdiversity"",",12
"""agribusiness"",","""agribusiness"",",10
"""rice"",","""rice"",",10
"""ecosystemservices"",","""ecosystemservices"",",9
"""adaptation"",","""adaptation"",",8
"""landuse"",","""landuse"",",8
"""adoption"",","""adoption"",",7
"""landraces"",","""landraces"",",7
"""livelihood"",","""livelihood"",",7
"""pakistan"",","""pakistan"",",7
"""sustainableagriculture"",","""sustainableagriculture"",",7
"""sustainabledevelopment"",","""sustainabledevelopment"",",7
"""sustainableintensification"",","""sustainableintensification"",",7
"""wheat"",","""wheat"",",7
"""yield"",","""yield"",",7
"""agritourism"",","""agritourism"",",6
"""conservation"",","""conservation"",",6
"""himalaya"",","""himalaya"",",6
"""integratedfarmingsystem"",","""integratedfarmingsystem"",",6
"""intercropping"",","""intercropping"",",6
"""resilience"",","""resilience"",",6
"""bigdata"",","""bigdata"",",5
"""conservationagriculture"",","""conservationagriculture"",",5
"""ecologicalagriculture"",","""ecologicalagriculture"",",5
"""ecosystemservice"",","""ecosystemservice"",",5
"""ethnobotany"",","""ethnobotany"",",5
"""himalayas"",","""himalayas"",",5
"""legumes"",","""legumes"",",5
"""maize"",","""maize"",",5
"""organicfarming"",","""organicfarming"",",5
"""traditionalknowledge"",","""traditionalknowledge"",",5
"""agroforestry"",","""agroforestry"",",4
"""carbonsequestration"",","""carbonsequestration"",",4
"""cropproduction"",","""cropproduction"",",4
"""diversity"",","""diversity"",",4
"""drought"",","""drought"",",4
"""energy"",","""energy"",",4
"""governance"",","""governance"",",4
"""landabandonment"",","""landabandonment"",",4
"""landtenure"",","""landtenure"",",4
"""northeastindia"",","""northeastindia"",",4
"""soilquality"",","""soilquality"",",4
"""systemproductivity"",","""systemproductivity"",",4
"""biocontrol"",","""biocontrol"",",3
"""conservationtillage"",","""conservationtillage"",",3
"""dietarydiversity"",","""dietarydiversity"",",3
"""domestication"",","""domestication"",",3
"""flue-curedtobacco"",","""flue-curedtobacco"",",3
"""foodsafety"",","""foodsafety"",",3
"""forest"",","""forest"",",3
"""geneintrogression"",","""geneintrogression"",",3
"""geneticstructure"",","""geneticstructure"",",3
"""homegarden"",","""homegarden"",",3
"""hplc"",","""hplc"",",3
"""innovation"",","""innovation"",",3
"""integratedpestmanagement"",","""integratedpestmanagement"",",3
"""juglansregia"",","""juglansregia"",",3
"""malnutrition"",","""malnutrition"",",3
"""microsatellites"",","""microsatellites"",",3
"""migration"",","""migration"",",3
"""myanmar"",","""myanmar"",",3
"""nutrition"",","""nutrition"",",3
"""optimization"",","""optimization"",",3
"""perception"",","""perception"",",3
"""populationstructure"",","""populationstructure"",",3
"""ruralvitalization"",","""ruralvitalization"",",3
"""shiftingcultivation"",","""shiftingcultivation"",",3
"""smallandmediumenterprises"",","""smallandmediumenterprises"",",3
"""southasia"",","""southasia"",",3
"""soybean"",","""soybean"",",3
"""terraceagriculture"",","""terraceagriculture"",",3
