"","word","freq"
"""nepal"",","""nepal"",",3
"""bhutan"",","""bhutan"",",1
"""carryingcapacity"",","""carryingcapacity"",",1
"""china"",","""china"",",1
"""cropimprovement"",","""cropimprovement"",",1
"""disease"",","""disease"",",1
"""diversity"",","""diversity"",",1
"""draughtanimalpower(dap)"",","""draughtanimalpower(dap)"",",1
"""draughtanimals"",","""draughtanimals"",",1
"""farmingsystems"",","""farmingsystems"",",1
"""geneticresources"",","""geneticresources"",",1
"""interaction"",","""interaction"",",1
"""landdegradation"",","""landdegradation"",",1
"""landresources"",","""landresources"",",1
"""landuse"",","""landuse"",",1
"""livestock"",","""livestock"",",1
"""magnaporthegrisea"",","""magnaporthegrisea"",",1
"""mgr-fingerprinting"",","""mgr-fingerprinting"",",1
"""mountainenvironment"",","""mountainenvironment"",",1
"""nbudget"",","""nbudget"",",1
"""oryzasativa"",","""oryzasativa"",",1
"""pyriculariagrisea"",","""pyriculariagrisea"",",1
"""stability"",","""stability"",",1
"""subsistenceagriculture"",","""subsistenceagriculture"",",1
"""survey"",","""survey"",",1
"""sustainableproductivity"",","""sustainableproductivity"",",1
"""tdndemandandsupply"",","""tdndemandandsupply"",",1
"""traditionalagriculture"",","""traditionalagriculture"",",1
"""traditionalfarmingsystem"",","""traditionalfarmingsystem"",",1
"""transformedagriculture"")","""transformedagriculture"")",1
"""utilization"",","""utilization"",",1
"""varietalmixtures"",","""varietalmixtures"",",1
"""yield"",","""yield"",",1
"""yieldlosses"",","""yieldlosses"",",1
"c(""landmanagement"",","c(""landmanagement"",",1
