"","word","freq"
"""china"",","""china"",",75
"""asia"",","""asia"",",60
"""india"",","""india"",",57
"""biodiversity"",","""biodiversity"",",56
"""eurasia"",","""eurasia"",",55
"""agriculture"",","""agriculture"",",51
"""southasia"",","""southasia"",",44
"""nepal"",","""nepal"",",34
"""cultivation"",","""cultivation"",",29
"""animalia"",","""animalia"",",26
"""farmingsystem"",","""farmingsystem"",",26
"""rice"",","""rice"",",26
"""zeamays"",","""zeamays"",",26
"""oryzasativa"",","""oryzasativa"",",24
"""article"",","""article"",",23
"""himalayas"",","""himalayas"",",23
"""cropyield"",","""cropyield"",",22
"""agriculturalecosystem"",","""agriculturalecosystem"",",21
"""cropproduction"",","""cropproduction"",",21
"""ecosystem"",","""ecosystem"",",21
"""alternativeagriculture"",","""alternativeagriculture"",",20
"""crops"",","""crops"",",20
"""landuse"",","""landuse"",",20
"""bangladesh"",","""bangladesh"",",19
"""triticumaestivum"",","""triticumaestivum"",",19
"""climatechange"",","""climatechange"",",18
"""sustainability"",","""sustainability"",",18
"""agriculturalmanagement"",","""agriculturalmanagement"",",17
"""speciesdiversity"",","""speciesdiversity"",",17
"""forestry"",","""forestry"",",16
"""yunnan"",","""yunnan"",",16
"""maize"",","""maize"",",15
"""soil"",","""soil"",",15
"""soilfertility"",","""soilfertility"",",15
"""sustainabledevelopment"",","""sustainabledevelopment"",",15
"""agriculturalland"",","""agriculturalland"",",14
"""agriculturalproduction"",","""agriculturalproduction"",",14
"""foodsecurity"",","""foodsecurity"",",14
"""human"",","""human"",",14
"""agroforestry"",","""agroforestry"",",13
"""conservation"",","""conservation"",",13
"""economics"",","""economics"",",13
"""humans"",","""humans"",",13
"""agriculturaldevelopment"",","""agriculturaldevelopment"",",12
"""agriculturalpractice"",","""agriculturalpractice"",",12
"""cultivar"",","""cultivar"",",12
"""landusechange"",","""landusechange"",",12
"""conservationmanagement"",","""conservationmanagement"",",11
"""ecology"",","""ecology"",",11
"""geneticvariation"",","""geneticvariation"",",11
"""agriculturaleconomics"",","""agriculturaleconomics"",",10
"""caprahircus"",","""caprahircus"",",10
"""croppingpractice"",","""croppingpractice"",",10
"""economicanalysis"",","""economicanalysis"",",10
"""environmentalimpact"",","""environmentalimpact"",",10
"""germplasm"",","""germplasm"",",10
"""irrigation"",","""irrigation"",",10
"""mountainregion"",","""mountainregion"",",10
"""nitrogen"",","""nitrogen"",",10
"""crop"",","""crop"",",9
"""cropimprovement"",","""cropimprovement"",",9
"""fareast"",","""fareast"",",9
"""fruit"",","""fruit"",",9
"""glycinemax"",","""glycinemax"",",9
"""intensiveagriculture"",","""intensiveagriculture"",",9
"""intercropping"",","""intercropping"",",9
"""nonhuman"",","""nonhuman"",",9
"""populationstructure"",","""populationstructure"",",9
"""profitability"",","""profitability"",",9
"""ruralpopulation"",","""ruralpopulation"",",9
"""soilconservation"",","""soilconservation"",",9
"""soilerosion"",","""soilerosion"",",9
"""agriculturalpolicy"",","""agriculturalpolicy"",",8
"""conservationofnaturalresources"",","""conservationofnaturalresources"",",8
"""decisionmaking"",","""decisionmaking"",",8
"""easternhemisphere"",","""easternhemisphere"",",8
"""ecosystemservice"",","""ecosystemservice"",",8
"""fertilizerapplication"",","""fertilizerapplication"",",8
"""geneticresource"",","""geneticresource"",",8
"""homegarden"",","""homegarden"",",8
"""livestockfarming"",","""livestockfarming"",",8
"""productivity"",","""productivity"",",8
"""solanumtuberosum"",","""solanumtuberosum"",",8
"""speciesrichness"",","""speciesrichness"",",8
"""world"",","""world"",",8
"""xishuangbanna"",","""xishuangbanna"",",8
"""agronomy"",","""agronomy"",",7
"""animals"",","""animals"",",7
"""bos"",","""bos"",",7
"""cost-benefitanalysis"",","""cost-benefitanalysis"",",7
"""cropplant"",","""cropplant"",",7
"""environmentalprotection"",","""environmentalprotection"",",7
"""ethnobotany"",","""ethnobotany"",",7
"""female"",","""female"",",7
"""foodsupply"",","""foodsupply"",",7
"""genotype"",","""genotype"",",7
"""hexapoda"",","""hexapoda"",",7
"""householdsurvey"",","""householdsurvey"",",7
"""landforms"",","""landforms"",",7
"""legume"",","""legume"",",7
"""manure"",","""manure"",",7
"""phosphorus"",","""phosphorus"",",7
"""populationgrowth"",","""populationgrowth"",",7
"""procedures"",","""procedures"",",7
"""socioeconomicconditions"",","""socioeconomicconditions"",",7
"""soils"",","""soils"",",7
"""traditionalknowledge"",","""traditionalknowledge"",",7
"""adult"",","""adult"",",6
"""agriculturalresearch"",","""agriculturalresearch"",",6
"""agroecology"",","""agroecology"",",6
"""animalhusbandry"",","""animalhusbandry"",",6
"""biomass"",","""biomass"",",6
"""comparativestudy"",","""comparativestudy"",",6
"""conservationgenetics"",","""conservationgenetics"",",6
"""conservationplanning"",","""conservationplanning"",",6
"""crops,agricultural"",","""crops,agricultural"",",6
"""developingworld"",","""developingworld"",",6
"""economicdevelopment"",","""economicdevelopment"",",6
"""environmentalmanagement"",","""environmentalmanagement"",",6
"""livestock"",","""livestock"",",6
"""male"",","""male"",",6
"""natureconservation"",","""natureconservation"",",6
"""poverty"",","""poverty"",",6
"""principalcomponentanalysis"",","""principalcomponentanalysis"",",6
"""resourceuse"",","""resourceuse"",",6
"""shiftingcultivation"",","""shiftingcultivation"",",6
"""smallholder"",","""smallholder"",",6
"""subsistenceagriculture"",","""subsistenceagriculture"",",6
"""traditionalagriculture"",","""traditionalagriculture"",",6
"""watersupply"",","""watersupply"",",6
"""yieldresponse"",","""yieldresponse"",",6
"""agriculturalintensification"",","""agriculturalintensification"",",5
"""agriculturalmachinery"",","""agriculturalmachinery"",",5
"""animal"",","""animal"",",5
"""arsenic"",","""arsenic"",",5
"""breeding"",","""breeding"",",5
"""composting"",","""composting"",",5
"""controlledstudy"",","""controlledstudy"",",5
"""decomposition"",","""decomposition"",",5
"""developingcountry"",","""developingcountry"",",5
"""dicotyledon"",","""dicotyledon"",",5
"""diversityindex"",","""diversityindex"",",5
"""ecosystems"",","""ecosystems"",",5
"""eleusinecoracana"",","""eleusinecoracana"",",5
"""environmentalchange"",","""environmentalchange"",",5
"""erosion"",","""erosion"",",5
"""forest"",","""forest"",",5
"""genetics"",","""genetics"",",5
"""grass"",","""grass"",",5
"""income"",","""income"",",5
"""indigenousknowledge"",","""indigenousknowledge"",",5
"""landuseplanning"",","""landuseplanning"",",5
"""medicinalplant"",","""medicinalplant"",",5
"""middleaged"",","""middleaged"",",5
"""mountainenvironment"",","""mountainenvironment"",",5
"""nutrients"",","""nutrients"",",5
"""organicfarming"",","""organicfarming"",",5
"""pakistan"",","""pakistan"",",5
"""participatoryapproach"",","""participatoryapproach"",",5
"""phenotype"",","""phenotype"",",5
"""physiology"",","""physiology"",",5
"""populationdynamics"",","""populationdynamics"",",5
"""quantitativeanalysis"",","""quantitativeanalysis"",",5
"""questionnairesurvey"",","""questionnairesurvey"",",5
"""regressionanalysis"",","""regressionanalysis"",",5
"""rubber"",","""rubber"",",5
"""ruralarea"",","""ruralarea"",",5
"""sustainableagriculture"",","""sustainableagriculture"",",5
"""agriculturaltechnology"",","""agriculturaltechnology"",",4
"""agriculturalwastes"",","""agriculturalwastes"",",4
"""agriculturalworker"",","""agriculturalworker"",",4
"""agroecosystem"",","""agroecosystem"",",4
"""altitude"",","""altitude"",",4
"""basidiomycota"",","""basidiomycota"",",4
"""bhutan"",","""bhutan"",",4
"""bostaurus"",","""bostaurus"",",4
"""chemistry"",","""chemistry"",",4
"""cicerarietinum"",","""cicerarietinum"",",4
"""climateeffect"",","""climateeffect"",",4
"""cropdiversity"",","""cropdiversity"",",4
"""energyuse"",","""energyuse"",",4
"""energyutilization"",","""energyutilization"",",4
"""fodder"",","""fodder"",",4
"""foodindustry"",","""foodindustry"",",4
"""foodproduction"",","""foodproduction"",",4
"""forestmanagement"",","""forestmanagement"",",4
"""geneticvariability"",","""geneticvariability"",",4
"""growth,developmentandaging"",","""growth,developmentandaging"",",4
"""hordeum"",","""hordeum"",",4
"""horticulture"",","""horticulture"",",4
"""indigenouspeople"",","""indigenouspeople"",",4
"""indigenouspopulation"",","""indigenouspopulation"",",4
"""integratedapproach"",","""integratedapproach"",",4
"""ipomoeabatatas"",","""ipomoeabatatas"",",4
"""millet"",","""millet"",",4
"""naturalresource"",","""naturalresource"",",4
"""nutrient"",","""nutrient"",",4
"""panicummiliaceum"",","""panicummiliaceum"",",4
"""pisumsativum"",","""pisumsativum"",",4
"""plant"",","""plant"",",4
"""plantgrowth"",","""plantgrowth"",",4
"""plants(botany)"",","""plants(botany)"",",4
"""prioritization"",","""prioritization"",",4
"""priorityjournal"",","""priorityjournal"",",4
"""research"",","""research"",",4
"""ruraleconomy"",","""ruraleconomy"",",4
"""season"",","""season"",",4
"""setariaitalica"",","""setariaitalica"",",4
"""soilorganicmatter"",","""soilorganicmatter"",",4
"""soilsurveys"",","""soilsurveys"",",4
