"","word","freq"
""""",",""""",",88
"""china"",","""china"",",52
"""india"",","""india"",",41
"""agriculture"",","""agriculture"",",29
"""biodiversity"",","""biodiversity"",",24
"""climatechange"",","""climatechange"",",24
"""foodsecurity"",","""foodsecurity"",",24
"""sustainability"",","""sustainability"",",19
"""conservation"",","""conservation"",",17
"""nepal"",","""nepal"",",16
"""article"",","""article"",",15
"""cropyield"",","""cropyield"",",14
"""cultivation"",","""cultivation"",",14
"""speciesdiversity"",","""speciesdiversity"",",14
"""crops"",","""crops"",",13
"""rice"",","""rice"",",13
"""zeamays"",","""zeamays"",",13
"""agriculturalmanagement"",","""agriculturalmanagement"",",12
"""bangladesh"",","""bangladesh"",",12
"""populationstructure"",","""populationstructure"",",12
"""cropproduction"",","""cropproduction"",",11
"""human"",","""human"",",11
"""intercropping"",","""intercropping"",",11
"""maize"",","""maize"",",11
"""oryzasativa"",","""oryzasativa"",",11
"""sustainabledevelopment"",","""sustainabledevelopment"",",11
"""yunnan"",","""yunnan"",",11
"""agriculturalland"",","""agriculturalland"",",10
"""humans"",","""humans"",",10
"""agribusiness"",","""agribusiness"",",9
"""agrobiodiversity"",","""agrobiodiversity"",",9
"""alternativeagriculture"",","""alternativeagriculture"",",9
"""economics"",","""economics"",",9
"""ecosystem"",","""ecosystem"",",9
"""germplasm"",","""germplasm"",",9
"""landuse"",","""landuse"",",9
"""triticumaestivum"",","""triticumaestivum"",",9
"""agriculturalecosystem"",","""agriculturalecosystem"",",8
"""conservationmanagement"",","""conservationmanagement"",",8
"""ecosystemservice"",","""ecosystemservice"",",8
"""farmingsystem"",","""farmingsystem"",",8
"""soilfertility"",","""soilfertility"",",8
"""agriculturaleconomics"",","""agriculturaleconomics"",",7
"""agriculturalproduction"",","""agriculturalproduction"",",7
"""cropimprovement"",","""cropimprovement"",",7
"""economicanalysis"",","""economicanalysis"",",7
"""ethnobotany"",","""ethnobotany"",",7
"""forestry"",","""forestry"",",7
"""geneticvariation"",","""geneticvariation"",",7
"""procedures"",","""procedures"",",7
"""adaptation"",","""adaptation"",",6
"""agriculturalpractice"",","""agriculturalpractice"",",6
"""agronomy"",","""agronomy"",",6
"""animalia"",","""animalia"",",6
"""decisionmaking"",","""decisionmaking"",",6
"""ecology"",","""ecology"",",6
"""ecosystemservices"",","""ecosystemservices"",",6
"""fruit"",","""fruit"",",6
"""hexapoda"",","""hexapoda"",",6
"""himalayas"",","""himalayas"",",6
"""intensiveagriculture"",","""intensiveagriculture"",",6
"""livestock"",","""livestock"",",6
"""nonhuman"",","""nonhuman"",",6
"""plants"",","""plants"",",6
"""principalcomponentanalysis"",","""principalcomponentanalysis"",",6
"""productivity"",","""productivity"",",6
"""soilconservation"",","""soilconservation"",",6
"""agriculturaldevelopment"",","""agriculturaldevelopment"",",5
"""agriculturalintensification"",","""agriculturalintensification"",",5
"""agroforestry"",","""agroforestry"",",5
"""animals"",","""animals"",",5
"""biologicalcontrol"",","""biologicalcontrol"",",5
"""comparativestudy"",","""comparativestudy"",",5
"""conservationofnaturalresources"",","""conservationofnaturalresources"",",5
"""cost-benefitanalysis"",","""cost-benefitanalysis"",",5
"""cropdiversity"",","""cropdiversity"",",5
"""cultivar"",","""cultivar"",",5
"""diversityindex"",","""diversityindex"",",5
"""environmentalprotection"",","""environmentalprotection"",",5
"""fertilizerapplication"",","""fertilizerapplication"",",5
"""foodsupply"",","""foodsupply"",",5
"""forest"",","""forest"",",5
"""geneticdiversity"",","""geneticdiversity"",",5
"""genetics"",","""genetics"",",5
"""growth"",","""growth"",",5
"""householdsurvey"",","""householdsurvey"",",5
"""irrigation"",","""irrigation"",",5
"""legume"",","""legume"",",5
"""medicinalplant"",","""medicinalplant"",",5
"""nitrogen"",","""nitrogen"",",5
"""phosphorus"",","""phosphorus"",",5
"""physiology"",","""physiology"",",5
"""plantgeneticresources"",","""plantgeneticresources"",",5
"""socioeconomicconditions"",","""socioeconomicconditions"",",5
"""soilerosion"",","""soilerosion"",",5
"""soils"",","""soils"",",5
"""traditionalecologicalknowledge"",","""traditionalecologicalknowledge"",",5
"""agricultural"",","""agricultural"",",4
"""agriculturalbiodiversity"",","""agriculturalbiodiversity"",",4
"""agriculturalmachinery"",","""agriculturalmachinery"",",4
"""agriculturalpolicy"",","""agriculturalpolicy"",",4
"""animal"",","""animal"",",4
"""arsenic"",","""arsenic"",",4
"""breeding"",","""breeding"",",4
"""caprahircus"",","""caprahircus"",",4
"""chemistry"",","""chemistry"",",4
"""climateeffect"",","""climateeffect"",",4
"""clusteranalysis"",","""clusteranalysis"",",4
"""conservationplanning"",","""conservationplanning"",",4
"""crop"",","""crop"",",4
"""croppingpractice"",","""croppingpractice"",",4
"""cropplant"",","""cropplant"",",4
"""decomposition"",","""decomposition"",",4
"""developingworld"",","""developingworld"",",4
"""developmentandaging"",","""developmentandaging"",",4
"""dicotyledon"",","""dicotyledon"",",4
"""domestication"",","""domestication"",",4
"""economicdevelopment"",","""economicdevelopment"",",4
"""environmentalchange"",","""environmentalchange"",",4
"""female"",","""female"",",4
"""geneticresource"",","""geneticresource"",",4
"""glycinemax"",","""glycinemax"",",4
"""horticulture"",","""horticulture"",",4
"""indigenouspeople"",","""indigenouspeople"",",4
"""millet"",","""millet"",",4
"""mountainregion"",","""mountainregion"",",4
"""participatoryapproach"",","""participatoryapproach"",",4
"""plant"",","""plant"",",4
"""prioritization"",","""prioritization"",",4
"""production"",","""production"",",4
"""profitability"",","""profitability"",",4
"""quantitativeanalysis"",","""quantitativeanalysis"",",4
"""resourceuse"",","""resourceuse"",",4
"""ruralarea"",","""ruralarea"",",4
"""ruraldevelopment"",","""ruraldevelopment"",",4
"""ruralpopulation"",","""ruralpopulation"",",4
"""soil"",","""soil"",",4
"""sustainableagriculture"",","""sustainableagriculture"",",4
"""sustainableintensification"",","""sustainableintensification"",",4
"""vulnerability"",","""vulnerability"",",4
"""westbengal"",","""westbengal"",",4
"""wheat"",","""wheat"",",4
"""wildpopulation"",","""wildpopulation"",",4
"""xishuangbanna"",","""xishuangbanna"",",4
"""yield"",","""yield"",",4
"""yieldresponse"",","""yieldresponse"",",4
"""adult"",","""adult"",",3
"""agriculturaldiversification"",","""agriculturaldiversification"",",3
"""agriculturalpractices"",","""agriculturalpractices"",",3
"""agriculturalresearch"",","""agriculturalresearch"",",3
"""agriculturaltechnology"",","""agriculturaltechnology"",",3
"""agriculturalwastes"",","""agriculturalwastes"",",3
"""agrodiversity"",","""agrodiversity"",",3
"""agroecosystem"",","""agroecosystem"",",3
"""agroindustry"",","""agroindustry"",",3
"""altitude"",","""altitude"",",3
"""aquilariamalaccensis"",","""aquilariamalaccensis"",",3
"""asia"",","""asia"",",3
"""bos"",","""bos"",",3
"""capacitybuilding"",","""capacitybuilding"",",3
"""communitystructure"",","""communitystructure"",",3
"""conservationagriculture"",","""conservationagriculture"",",3
"""conservationgenetics"",","""conservationgenetics"",",3
"""consolidation"",","""consolidation"",",3
"""controlledstudy"",","""controlledstudy"",",3
"""cropwildrelative"",","""cropwildrelative"",",3
"""ecosystems"",","""ecosystems"",",3
"""efficiency"",","""efficiency"",",3
"""energy"",","""energy"",",3
"""environmentalimpact"",","""environmentalimpact"",",3
"""environmentalmanagement"",","""environmentalmanagement"",",3
"""farmsize"",","""farmsize"",",3
"""fodder"",","""fodder"",",3
"""foodindustry"",","""foodindustry"",",3
"""foodpolicy"",","""foodpolicy"",",3
"""genetic"",","""genetic"",",3
"""geneticvariability"",","""geneticvariability"",",3
"""genotype"",","""genotype"",",3
"""growthrate"",","""growthrate"",",3
"""habitatconservation"",","""habitatconservation"",",3
"""health"",","""health"",",3
"""history"",","""history"",",3
"""homegarden"",","""homegarden"",",3
"""homegardens"",","""homegardens"",",3
"""ipomoeabatatas"",","""ipomoeabatatas"",",3
"""landforms"",","""landforms"",",3
"""landrace"",","""landrace"",",3
"""landscape"",","""landscape"",",3
"""landusechange"",","""landusechange"",",3
"""livelihood"",","""livelihood"",",3
"""livestockfarming"",","""livestockfarming"",",3
"""male"",","""male"",",3
"""minimumtillage"",","""minimumtillage"",",3
"""monoculture"",","""monoculture"",",3
"""multifunctionalagriculture"",","""multifunctionalagriculture"",",3
"""naturalresource"",","""naturalresource"",",3
"""optimization"",","""optimization"",",3
"""phenotype"",","""phenotype"",",3
"""plantextracts"",","""plantextracts"",",3
"""policymaking"",","""policymaking"",",3
"""populationdynamics"",","""populationdynamics"",",3
"""povertyalleviation"",","""povertyalleviation"",",3
"""preventionandcontrol"",","""preventionandcontrol"",",3
"""regionalplanning"",","""regionalplanning"",",3
"""rubber"",","""rubber"",",3
"""ruraleconomy"",","""ruraleconomy"",",3
"""season"",","""season"",",3
"""simplesequencerepeat"",","""simplesequencerepeat"",",3
"""soilnutrient"",","""soilnutrient"",",3
"""southasia"",","""southasia"",",3
"""spatialdistribution"",","""spatialdistribution"",",3
"""speciesrichness"",","""speciesrichness"",",3
"""staterole"",","""staterole"",",3
"""surveys"",","""surveys"",",3
"""tibet"",","""tibet"",",3
"""tolerance"",","""tolerance"",",3
"""traditionalknowledge"",","""traditionalknowledge"",",3
"""vegetables"",","""vegetables"",",3
"""waterconservation"",","""waterconservation"",",3
"""watershed"",","""watershed"",",3
"""wildedibleplants"",","""wildedibleplants"",",3
"""women"",","""women"",",3
"""abioticstress"",","""abioticstress"",",2
"""abovegroundbiomass"",","""abovegroundbiomass"",",2
"""actornetworktheory"",","""actornetworktheory"",",2
"""adaptivemanagement"",","""adaptivemanagement"",",2
"""aged"",","""aged"",",2
"""agent-basedanalysis"",","""agent-basedanalysis"",",2
"""agriculturallandscape"",","""agriculturallandscape"",",2
"""agriculturalmarket"",","""agriculturalmarket"",",2
"""agriculturalsustainability"",","""agriculturalsustainability"",",2
"""agriculturalworker"",","""agriculturalworker"",",2
"""agro-biodiversity"",","""agro-biodiversity"",",2
"""agro-ecosystem"",","""agro-ecosystem"",",2
"""agroecology"",","""agroecology"",",2
"""analyticalframework"",","""analyticalframework"",",2
"""animalfeed"",","""animalfeed"",",2
"""animalhusbandry"",","""animalhusbandry"",",2
"""apismellifera"",","""apismellifera"",",2
"""arableland"",","""arableland"",",2
"""araneae"",","""araneae"",",2
"""arduino"",","""arduino"",",2
"""assam"",","""assam"",",2
"""assessmentmethod"",","""assessmentmethod"",",2
"""asteraceae"",","""asteraceae"",",2
"""aves"",","""aves"",",2
"""basalarea"",","""basalarea"",",2
"""basidiomycota"",","""basidiomycota"",",2
"""bharcommunity"",","""bharcommunity"",",2
"""binsarwildlifesanctuary"",","""binsarwildlifesanctuary"",",2
"""bioenergy"",","""bioenergy"",",2
"""biogas"",","""biogas"",",2
"""biomass"",","""biomass"",",2
"""bioticstress"",","""bioticstress"",",2
"""brassica"",","""brassica"",",2
"""brassicarapa"",","""brassicarapa"",",2
"""bulkdensity"",","""bulkdensity"",",2
"""camelliasinensisvar.assamica"",","""camelliasinensisvar.assamica"",",2
"""carthamus"",","""carthamus"",",2
"""cashcrop"",","""cashcrop"",",2
"""cateringservice"",","""cateringservice"",",2
"""cattle"",","""cattle"",",2
"""certification"",","""certification"",",2
"""chemigation"",","""chemigation"",",2
"""cicerarietinum"",","""cicerarietinum"",",2
"""classification"",","""classification"",",2
"""climatechangeimpact"",","""climatechangeimpact"",",2
"""coexistence"",","""coexistence"",",2
"""cohortanalysis"",","""cohortanalysis"",",2
"""conservationpractices"",","""conservationpractices"",",2
"""constructedwetland"",","""constructedwetland"",",2
"""consumptionbehavior"",","""consumptionbehavior"",",2
"""contingentvaluation"",","""contingentvaluation"",",2
"""cowpea"",","""cowpea"",",2
"""croppingdiversity"",","""croppingdiversity"",",2
"""croppingpattern"",","""croppingpattern"",",2
"""croppingsystem"",","""croppingsystem"",",2
"""croppingsystems"",","""croppingsystems"",",2
"""cropresidue"",","""cropresidue"",",2
"""cropwildrelatives"",","""cropwildrelatives"",",2
"""culturalfactor"",","""culturalfactor"",",2
"""cyperusalternifolius"",","""cyperusalternifolius"",",2
"""degradation"",","""degradation"",",2
